연도,주차,연령대,의사환자 분율,입원환자 수,인플루엔자 검출률,예방접종률,응급실 인플루엔자 환자,아형
2021,34,연령미상,,,,,0.0,A(H1N1)pdm09
2021,35,0-6세,,,0.0,,,A(H1N1)pdm09
2021,35,0세,0.0,0.0,,,0.0,A(H1N1)pdm09
2021,35,1-6세,2.1,0.0,,,0.0,A(H1N1)pdm09
2021,35,13-18세,0.8,0.0,0.0,,0.0,A(H1N1)pdm09
2021,35,19-49세,0.7,1.0,0.0,,10.0,A(H1N1)pdm09
2021,35,50-64세,0.8,0.0,0.0,,1.0,A(H1N1)pdm09
2021,35,65세이상,0.9,1.0,0.0,,8.0,A(H1N1)pdm09
2021,35,7-12세,0.5,1.0,0.0,,0.0,A(H1N1)pdm09
2021,35,연령미상,,,,,0.0,A(H1N1)pdm09
2021,36,0-6세,,,0.0,,,A(H1N1)pdm09
2021,36,0세,0.4,0.0,,,0.0,A(H1N1)pdm09
2021,36,1-6세,3.0,0.0,,,0.0,A(H1N1)pdm09
2021,36,13-18세,1.4,0.0,0.0,,2.0,A(H1N1)pdm09
2021,36,19-49세,0.8,0.0,0.0,,7.0,A(H1N1)pdm09
2021,36,50-64세,0.6,0.0,0.0,,2.0,A(H1N1)pdm09
2021,36,65세이상,0.3,2.0,0.0,,6.0,A(H1N1)pdm09
2021,36,7-12세,0.7,0.0,0.0,,0.0,A(H1N1)pdm09
2021,36,연령미상,,,,,0.0,A(H1N1)pdm09
2021,37,0-6세,,,0.0,,,A(H1N1)pdm09
2021,37,0세,0.4,0.0,,,0.0,A(H1N1)pdm09
2021,37,1-6세,2.2,0.0,,,1.0,A(H1N1)pdm09
2021,37,13-18세,0.3,0.0,0.0,,3.0,A(H1N1)pdm09
2021,37,19-49세,0.8,2.0,0.0,,9.0,A(H1N1)pdm09
2021,37,50-64세,1.0,0.0,0.0,,7.0,A(H1N1)pdm09
2021,37,65세이상,0.7,2.0,0.0,,6.0,A(H1N1)pdm09
2021,37,7-12세,0.8,0.0,0.0,,0.0,A(H1N1)pdm09
2021,37,연령미상,,,,,0.0,A(H1N1)pdm09
2021,38,0-6세,,,0.0,,,A(H1N1)pdm09
2021,38,0세,1.1,0.0,,,0.0,A(H1N1)pdm09
2021,38,1-6세,2.5,0.0,,,0.0,A(H1N1)pdm09
2021,38,13-18세,0.5,0.0,0.0,,0.0,A(H1N1)pdm09
2021,38,19-49세,0.5,0.0,0.0,,7.0,A(H1N1)pdm09
2021,38,50-64세,1.2,3.0,0.0,,4.0,A(H1N1)pdm09
2021,38,65-69세,,,,0.0,,A(H1N1)pdm09
2021,38,65세 이상,,,,0.0,,A(H1N1)pdm09
2021,38,65세이상,0.4,1.0,0.0,,9.0,A(H1N1)pdm09
2021,38,7-12세,1.2,0.0,0.0,,0.0,A(H1N1)pdm09
2021,38,70-74세,,,,0.0,,A(H1N1)pdm09
2021,38,75세 이상,,,,0.0,,A(H1N1)pdm09
2021,38,연령미상,,,,,0.0,A(H1N1)pdm09
2021,39,0-6세,,,0.0,,,A(H1N1)pdm09
2021,39,0세,0.4,0.0,,,0.0,A(H1N1)pdm09
2021,39,1-6세,1.3,1.0,,,0.0,A(H1N1)pdm09
2021,39,13-18세,0.4,0.0,,,0.0,A(H1N1)pdm09
2021,39,19-49세,0.9,1.0,0.0,,14.0,A(H1N1)pdm09
2021,39,50-64세,1.2,0.0,,,7.0,A(H1N1)pdm09
2021,39,65-69세,,,,0.0,,A(H1N1)pdm09
2021,39,65세 이상,,,,0.0,,A(H1N1)pdm09
2021,39,65세이상,1.0,2.0,,,9.0,A(H1N1)pdm09
2021,39,7-12세,0.5,0.0,,,1.0,A(H1N1)pdm09
2021,39,70-74세,,,,0.0,,A(H1N1)pdm09
2021,39,75세 이상,,,,0.0,,A(H1N1)pdm09
2021,39,연령미상,,,,,0.0,A(H1N1)pdm09
2021,40,0-6세,,,0.0,,,A(H1N1)pdm09
2021,40,0세,0.3,1.0,,,0.0,A(H1N1)pdm09
2021,40,1-6세,2.2,0.0,,,1.0,A(H1N1)pdm09
2021,40,13-18세,0.3,0.0,0.0,,1.0,A(H1N1)pdm09
2021,40,19-49세,0.9,0.0,0.0,,8.0,A(H1N1)pdm09
2021,40,50-64세,0.8,0.0,0.0,,5.0,A(H1N1)pdm09
2021,40,65-69세,,,,0.0,,A(H1N1)pdm09
2021,40,65세 이상,,,,0.0,,A(H1N1)pdm09
2021,40,65세이상,0.6,4.0,0.0,,3.0,A(H1N1)pdm09
2021,40,7-12세,0.8,0.0,0.0,,1.0,A(H1N1)pdm09
2021,40,70-74세,,,,0.0,,A(H1N1)pdm09
2021,40,75세 이상,,,,0.0,,A(H1N1)pdm09
2021,40,연령미상,,,,,0.0,A(H1N1)pdm09
2021,41,0-6세,,,0.0,,,A(H1N1)pdm09
2021,41,0세,1.0,2.0,,,0.0,A(H1N1)pdm09
2021,41,1-6세,2.4,0.0,,,4.0,A(H1N1)pdm09
2021,41,13-18세,0.3,0.0,,,0.0,A(H1N1)pdm09
2021,41,19-49세,0.6,1.0,0.0,,10.0,A(H1N1)pdm09
2021,41,50-64세,0.9,2.0,0.0,,7.0,A(H1N1)pdm09
2021,41,65-69세,,,,0.0,,A(H1N1)pdm09
2021,41,65세 이상,,,,0.0,,A(H1N1)pdm09
2021,41,65세이상,0.6,6.0,0.0,,6.0,A(H1N1)pdm09
2021,41,7-12세,0.2,5.0,0.0,,0.0,A(H1N1)pdm09
2021,41,70-74세,,,,0.0,,A(H1N1)pdm09
2021,41,75세 이상,,,,0.0,,A(H1N1)pdm09
2021,41,연령미상,,,,,0.0,A(H1N1)pdm09
2021,42,0-6세,,,0.0,,,A(H1N1)pdm09
2021,42,0세,0.3,0.0,,,3.0,A(H1N1)pdm09
2021,42,1-6세,2.7,2.0,,,1.0,A(H1N1)pdm09
2021,42,13-18세,0.7,0.0,0.0,,1.0,A(H1N1)pdm09
2021,42,19-49세,0.7,0.0,0.0,,7.0,A(H1N1)pdm09
2021,42,50-64세,1.1,1.0,0.0,,5.0,A(H1N1)pdm09
2021,42,65-69세,,,,5.3,,A(H1N1)pdm09
2021,42,65세 이상,,,,23.3,,A(H1N1)pdm09
2021,42,65세이상,0.3,5.0,0.0,,8.0,A(H1N1)pdm09
2021,42,7-12세,1.7,0.0,0.0,,0.0,A(H1N1)pdm09
2021,42,70-74세,,,,8.7,,A(H1N1)pdm09
2021,42,75세 이상,,,,45.9,,A(H1N1)pdm09
2021,42,연령미상,,,,,0.0,A(H1N1)pdm09
2021,43,0-6세,,,0.0,,,A(H1N1)pdm09
2021,43,0세,1.4,0.0,,,0.0,A(H1N1)pdm09
2021,43,1-6세,4.2,3.0,,,7.0,A(H1N1)pdm09
2021,43,13-18세,0.5,0.0,0.0,,1.0,A(H1N1)pdm09
2021,43,19-49세,1.0,1.0,0.0,,10.0,A(H1N1)pdm09
2021,43,50-64세,1.2,1.0,0.0,,2.0,A(H1N1)pdm09
2021,43,65-69세,,,,32.7,,A(H1N1)pdm09
2021,43,65세 이상,,,,52.1,,A(H1N1)pdm09
2021,43,65세이상,0.5,0.0,0.0,,11.0,A(H1N1)pdm09
2021,43,7-12세,0.7,1.0,0.0,,1.0,A(H1N1)pdm09
2021,43,70-74세,,,,56.1,,A(H1N1)pdm09
2021,43,75세 이상,,,,65.6,,A(H1N1)pdm09
2021,43,연령미상,,,,,0.0,A(H1N1)pdm09
2021,44,0-6세,,,0.0,,,A(H1N1)pdm09
2021,44,0세,1.8,0.0,,,2.0,A(H1N1)pdm09
2021,44,1-6세,4.9,1.0,,,4.0,A(H1N1)pdm09
2021,44,13-18세,0.8,0.0,0.0,,1.0,A(H1N1)pdm09
2021,44,19-49세,0.8,1.0,0.0,,16.0,A(H1N1)pdm09
2021,44,50-64세,1.0,3.0,0.0,,2.0,A(H1N1)pdm09
2021,44,65-69세,,,,50.9,,A(H1N1)pdm09
2021,44,65세 이상,,,,65.2,,A(H1N1)pdm09
2021,44,65세이상,0.6,2.0,0.0,,7.0,A(H1N1)pdm09
2021,44,7-12세,2.3,1.0,0.0,,0.0,A(H1N1)pdm09
2021,44,70-74세,,,,68.9,,A(H1N1)pdm09
2021,44,75세 이상,,,,74.6,,A(H1N1)pdm09
2021,44,연령미상,,,,,0.0,A(H1N1)pdm09
2021,45,0-6세,,,0.0,,,A(H1N1)pdm09
2021,45,0세,3.8,1.0,,,0.0,A(H1N1)pdm09
2021,45,1-6세,6.5,0.0,,,1.0,A(H1N1)pdm09
2021,45,13-18세,1.4,0.0,0.0,,1.0,A(H1N1)pdm09
2021,45,19-49세,2.2,2.0,0.0,,17.0,A(H1N1)pdm09
2021,45,50-64세,3.3,0.0,0.0,,4.0,A(H1N1)pdm09
2021,45,65-69세,,,,59.3,,A(H1N1)pdm09
2021,45,65세 이상,,,,71.1,,A(H1N1)pdm09
2021,45,65세이상,1.8,4.0,0.0,,7.0,A(H1N1)pdm09
2021,45,7-12세,1.6,0.0,0.0,,1.0,A(H1N1)pdm09
2021,45,70-74세,,,,74.7,,A(H1N1)pdm09
2021,45,75세 이상,,,,78.5,,A(H1N1)pdm09
2021,45,연령미상,,,,,0.0,A(H1N1)pdm09
2021,46,0-6세,,,0.0,,,A(H1N1)pdm09
2021,46,0세,3.2,0.0,,,0.0,A(H1N1)pdm09
2021,46,1-6세,9.6,1.0,,,2.0,A(H1N1)pdm09
2021,46,13-18세,0.9,0.0,0.0,,6.0,A(H1N1)pdm09
2021,46,19-49세,2.6,0.0,0.0,,18.0,A(H1N1)pdm09
2021,46,50-64세,3.0,2.0,0.0,,5.0,A(H1N1)pdm09
2021,46,65-69세,,,,64.2,,A(H1N1)pdm09
2021,46,65세 이상,,,,74.3,,A(H1N1)pdm09
2021,46,65세이상,2.0,4.0,0.0,,18.0,A(H1N1)pdm09
2021,46,7-12세,2.7,0.0,0.0,,3.0,A(H1N1)pdm09
2021,46,70-74세,,,,77.9,,A(H1N1)pdm09
2021,46,75세 이상,,,,80.4,,A(H1N1)pdm09
2021,46,연령미상,,,,,0.0,A(H1N1)pdm09
2021,47,0-6세,,,0.0,,,A(H1N1)pdm09
2021,47,0세,1.8,0.0,,,0.0,A(H1N1)pdm09
2021,47,1-6세,5.7,1.0,,,3.0,A(H1N1)pdm09
2021,47,13-18세,1.3,0.0,0.0,,1.0,A(H1N1)pdm09
2021,47,19-49세,3.7,0.0,0.0,,7.0,A(H1N1)pdm09
2021,47,50-64세,4.1,0.0,0.0,,8.0,A(H1N1)pdm09
2021,47,65-69세,,,,67.9,,A(H1N1)pdm09
2021,47,65세 이상,,,,76.7,,A(H1N1)pdm09
2021,47,65세이상,2.1,4.0,0.0,,13.0,A(H1N1)pdm09
2021,47,7-12세,2.5,1.0,0.0,,0.0,A(H1N1)pdm09
2021,47,70-74세,,,,80.1,,A(H1N1)pdm09
2021,47,75세 이상,,,,81.8,,A(H1N1)pdm09
2021,47,연령미상,,,,,0.0,A(H1N1)pdm09
2021,48,0-6세,,,0.0,,,A(H1N1)pdm09
2021,48,0세,0.3,0.0,,,0.0,A(H1N1)pdm09
2021,48,1-6세,5.7,0.0,,,3.0,A(H1N1)pdm09
2021,48,13-18세,1.7,1.0,0.0,,3.0,A(H1N1)pdm09
2021,48,19-49세,3.2,1.0,0.0,,8.0,A(H1N1)pdm09
2021,48,50-64세,4.4,2.0,0.0,,9.0,A(H1N1)pdm09
2021,48,65-69세,,,,70.1,,A(H1N1)pdm09
2021,48,65세 이상,,,,78.0,,A(H1N1)pdm09
2021,48,65세이상,2.2,5.0,0.0,,5.0,A(H1N1)pdm09
2021,48,7-12세,2.8,1.0,0.0,,2.0,A(H1N1)pdm09
2021,48,70-74세,,,,81.4,,A(H1N1)pdm09
2021,48,75세 이상,,,,82.5,,A(H1N1)pdm09
2021,48,연령미상,,,,,0.0,A(H1N1)pdm09
2021,49,0-6세,,,0.0,,,A(H1N1)pdm09
2021,49,0세,1.6,0.0,,,0.0,A(H1N1)pdm09
2021,49,1-6세,3.8,0.0,,,3.0,A(H1N1)pdm09
2021,49,13-18세,0.5,0.0,0.0,,0.0,A(H1N1)pdm09
2021,49,19-49세,3.0,1.0,0.0,,20.0,A(H1N1)pdm09
2021,49,50-64세,2.9,0.0,0.0,,10.0,A(H1N1)pdm09
2021,49,65-69세,,,,71.5,,A(H1N1)pdm09
2021,49,65세 이상,,,,78.9,,A(H1N1)pdm09
2021,49,65세이상,1.6,5.0,0.0,,12.0,A(H1N1)pdm09
2021,49,7-12세,1.0,0.0,0.0,,2.0,A(H1N1)pdm09
2021,49,70-74세,,,,82.2,,A(H1N1)pdm09
2021,49,75세 이상,,,,82.9,,A(H1N1)pdm09
2021,49,연령미상,,,,,0.0,A(H1N1)pdm09
2021,50,0-6세,,,0.0,,,A(H1N1)pdm09
2021,50,0세,0.3,0.0,,,0.0,A(H1N1)pdm09
2021,50,1-6세,4.0,1.0,,,2.0,A(H1N1)pdm09
2021,50,13-18세,1.4,0.0,0.0,,3.0,A(H1N1)pdm09
2021,50,19-49세,3.6,0.0,0.0,,7.0,A(H1N1)pdm09
2021,50,50-64세,3.0,1.0,0.0,,9.0,A(H1N1)pdm09
2021,50,65-69세,,,,72.5,,A(H1N1)pdm09
2021,50,65세 이상,,,,79.4,,A(H1N1)pdm09
2021,50,65세이상,2.0,4.0,0.0,,10.0,A(H1N1)pdm09
2021,50,7-12세,0.4,0.0,0.0,,3.0,A(H1N1)pdm09
2021,50,70-74세,,,,82.8,,A(H1N1)pdm09
2021,50,75세 이상,,,,83.2,,A(H1N1)pdm09
2021,50,연령미상,,,,,0.0,A(H1N1)pdm09
2021,51,0-6세,,,0.0,,,A(H1N1)pdm09
2021,51,0세,1.4,0.0,,,0.0,A(H1N1)pdm09
2021,51,1-6세,3.8,1.0,,,0.0,A(H1N1)pdm09
2021,51,13-18세,1.0,0.0,0.0,,1.0,A(H1N1)pdm09
2021,51,19-49세,2.1,0.0,0.0,,18.0,A(H1N1)pdm09
2021,51,50-64세,1.5,4.0,0.0,,4.0,A(H1N1)pdm09
2021,51,65-69세,,,,73.0,,A(H1N1)pdm09
2021,51,65세 이상,,,,79.8,,A(H1N1)pdm09
2021,51,65세이상,0.8,2.0,0.0,,12.0,A(H1N1)pdm09
2021,51,7-12세,2.0,0.0,0.0,,0.0,A(H1N1)pdm09
2021,51,70-74세,,,,83.1,,A(H1N1)pdm09
2021,51,75세 이상,,,,83.4,,A(H1N1)pdm09
2021,51,연령미상,,,,,0.0,A(H1N1)pdm09
2021,52,0-6세,,,0.0,,,A(H1N1)pdm09
2021,52,0세,1.1,0.0,,,0.0,A(H1N1)pdm09
2021,52,1-6세,3.0,0.0,,,3.0,A(H1N1)pdm09
2021,52,13-18세,0.5,0.0,0.0,,3.0,A(H1N1)pdm09
2021,52,19-49세,2.4,0.0,0.0,,2.0,A(H1N1)pdm09
2021,52,50-64세,2.7,0.0,0.0,,3.0,A(H1N1)pdm09
2021,52,65-69세,,,,73.3,,A(H1N1)pdm09
2021,52,65세 이상,,,,80.0,,A(H1N1)pdm09
2021,52,65세이상,1.2,1.0,0.0,,7.0,A(H1N1)pdm09
2021,52,7-12세,1.0,0.0,0.0,,2.0,A(H1N1)pdm09
2021,52,70-74세,,,,83.3,,A(H1N1)pdm09
2021,52,75세 이상,,,,83.6,,A(H1N1)pdm09
2021,52,연령미상,,,,,0.0,A(H1N1)pdm09
2021,53,0-6세,,,0.0,,,A(H1N1)pdm09
2021,53,0세,1.1,0.0,,,0.0,A(H1N1)pdm09
2021,53,1-6세,3.0,0.0,,,3.0,A(H1N1)pdm09
2021,53,13-18세,0.5,0.0,0.0,,3.0,A(H1N1)pdm09
2021,53,19-49세,2.4,0.0,0.0,,2.0,A(H1N1)pdm09
2021,53,50-64세,2.7,0.0,0.0,,3.0,A(H1N1)pdm09
2021,53,65-69세,,,,73.3,,A(H1N1)pdm09
2021,53,65세 이상,,,,80.0,,A(H1N1)pdm09
2021,53,65세이상,1.2,1.0,0.0,,7.0,A(H1N1)pdm09
2021,53,7-12세,1.0,0.0,0.0,,2.0,A(H1N1)pdm09
2021,53,70-74세,,,,83.3,,A(H1N1)pdm09
2021,53,75세 이상,,,,83.6,,A(H1N1)pdm09
2021,53,연령미상,,,,,0.0,A(H1N1)pdm09
2022,1,0-6세,,,0.0,,,A(H1N1)pdm09
2022,1,0세,2.3,0.0,,,1.0,A(H1N1)pdm09
2022,1,1-6세,2.9,0.0,,,1.0,A(H1N1)pdm09
2022,1,13-18세,0.6,0.0,0.0,,4.0,A(H1N1)pdm09
2022,1,19-49세,1.9,0.0,0.0,,7.0,A(H1N1)pdm09
2022,1,50-64세,3.0,1.0,0.0,,4.0,A(H1N1)pdm09
2022,1,65-69세,,,,73.5,,A(H1N1)pdm09
2022,1,65세 이상,,,,80.1,,A(H1N1)pdm09
2022,1,65세이상,1.2,1.0,0.0,,10.0,A(H1N1)pdm09
2022,1,7-12세,1.8,0.0,0.0,,0.0,A(H1N1)pdm09
2022,1,70-74세,,,,83.4,,A(H1N1)pdm09
2022,1,75세 이상,,,,83.6,,A(H1N1)pdm09
2022,1,연령미상,,,,,0.0,A(H1N1)pdm09
2022,2,0-6세,,,0.0,,,A(H1N1)pdm09
2022,2,0세,0.3,0.0,,,1.0,A(H1N1)pdm09
2022,2,1-6세,3.5,0.0,,,1.0,A(H1N1)pdm09
2022,2,13-18세,0.6,1.0,0.0,,3.0,A(H1N1)pdm09
2022,2,19-49세,1.8,0.0,0.0,,11.0,A(H1N1)pdm09
2022,2,50-64세,2.1,4.0,0.0,,2.0,A(H1N1)pdm09
2022,2,65-69세,,,,73.7,,A(H1N1)pdm09
2022,2,65세 이상,,,,80.2,,A(H1N1)pdm09
2022,2,65세이상,0.7,5.0,0.0,,4.0,A(H1N1)pdm09
2022,2,7-12세,0.2,0.0,0.0,,3.0,A(H1N1)pdm09
2022,2,70-74세,,,,83.5,,A(H1N1)pdm09
2022,2,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,2,연령미상,,,,,0.0,A(H1N1)pdm09
2022,3,0-6세,,,0.0,,,A(H1N1)pdm09
2022,3,0세,1.3,0.0,,,0.0,A(H1N1)pdm09
2022,3,1-6세,2.9,0.0,,,4.0,A(H1N1)pdm09
2022,3,13-18세,0.7,0.0,0.0,,1.0,A(H1N1)pdm09
2022,3,19-49세,1.4,1.0,0.0,,12.0,A(H1N1)pdm09
2022,3,50-64세,2.4,0.0,0.0,,1.0,A(H1N1)pdm09
2022,3,65-69세,,,,73.8,,A(H1N1)pdm09
2022,3,65세 이상,,,,80.3,,A(H1N1)pdm09
2022,3,65세이상,0.9,4.0,0.0,,9.0,A(H1N1)pdm09
2022,3,7-12세,0.0,1.0,0.0,,2.0,A(H1N1)pdm09
2022,3,70-74세,,,,83.5,,A(H1N1)pdm09
2022,3,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,3,연령미상,,,,,0.0,A(H1N1)pdm09
2022,4,0-6세,,,0.0,,,A(H1N1)pdm09
2022,4,0세,1.9,0.0,,,2.0,A(H1N1)pdm09
2022,4,1-6세,3.2,2.0,,,2.0,A(H1N1)pdm09
2022,4,13-18세,0.5,0.0,0.0,,1.0,A(H1N1)pdm09
2022,4,19-49세,2.2,1.0,0.0,,9.0,A(H1N1)pdm09
2022,4,50-64세,3.7,0.0,0.0,,3.0,A(H1N1)pdm09
2022,4,65-69세,,,,73.9,,A(H1N1)pdm09
2022,4,65세 이상,,,,80.4,,A(H1N1)pdm09
2022,4,65세이상,1.0,2.0,0.0,,2.0,A(H1N1)pdm09
2022,4,7-12세,0.7,0.0,0.0,,0.0,A(H1N1)pdm09
2022,4,70-74세,,,,83.6,,A(H1N1)pdm09
2022,4,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,4,연령미상,,,,,0.0,A(H1N1)pdm09
2022,5,0-6세,,,0.0,,,A(H1N1)pdm09
2022,5,0세,3.3,0.0,,,0.0,A(H1N1)pdm09
2022,5,1-6세,4.7,0.0,,,2.0,A(H1N1)pdm09
2022,5,13-18세,1.0,0.0,0.0,,2.0,A(H1N1)pdm09
2022,5,19-49세,1.6,3.0,0.0,,6.0,A(H1N1)pdm09
2022,5,50-64세,1.5,0.0,0.0,,9.0,A(H1N1)pdm09
2022,5,65-69세,,,,73.9,,A(H1N1)pdm09
2022,5,65세 이상,,,,80.4,,A(H1N1)pdm09
2022,5,65세이상,0.4,2.0,0.0,,4.0,A(H1N1)pdm09
2022,5,7-12세,1.1,0.0,0.0,,1.0,A(H1N1)pdm09
2022,5,70-74세,,,,83.6,,A(H1N1)pdm09
2022,5,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,5,연령미상,,,,,0.0,A(H1N1)pdm09
2022,6,0-6세,,,0.0,,,A(H1N1)pdm09
2022,6,0세,0.4,0.0,,,0.0,A(H1N1)pdm09
2022,6,1-6세,2.6,1.0,,,4.0,A(H1N1)pdm09
2022,6,13-18세,0.7,0.0,,,5.0,A(H1N1)pdm09
2022,6,19-49세,2.0,0.0,0.0,,14.0,A(H1N1)pdm09
2022,6,50-64세,3.5,0.0,,,7.0,A(H1N1)pdm09
2022,6,65-69세,,,,73.9,,A(H1N1)pdm09
2022,6,65세 이상,,,,80.4,,A(H1N1)pdm09
2022,6,65세이상,0.8,4.0,,,6.0,A(H1N1)pdm09
2022,6,7-12세,2.0,0.0,0.0,,2.0,A(H1N1)pdm09
2022,6,70-74세,,,,83.6,,A(H1N1)pdm09
2022,6,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,6,연령미상,,,,,0.0,A(H1N1)pdm09
2022,7,0-6세,,,0.0,,,A(H1N1)pdm09
2022,7,0세,1.0,0.0,,,1.0,A(H1N1)pdm09
2022,7,1-6세,3.7,0.0,,,1.0,A(H1N1)pdm09
2022,7,13-18세,1.8,0.0,0.0,,2.0,A(H1N1)pdm09
2022,7,19-49세,3.3,0.0,0.0,,6.0,A(H1N1)pdm09
2022,7,50-64세,2.7,1.0,0.0,,8.0,A(H1N1)pdm09
2022,7,65-69세,,,,74.0,,A(H1N1)pdm09
2022,7,65세 이상,,,,80.4,,A(H1N1)pdm09
2022,7,65세이상,1.6,0.0,0.0,,5.0,A(H1N1)pdm09
2022,7,7-12세,2.0,0.0,0.0,,3.0,A(H1N1)pdm09
2022,7,70-74세,,,,83.7,,A(H1N1)pdm09
2022,7,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,7,연령미상,,,,,0.0,A(H1N1)pdm09
2022,8,0-6세,,,0.0,,,A(H1N1)pdm09
2022,8,0세,0.7,0.0,,,0.0,A(H1N1)pdm09
2022,8,1-6세,5.4,0.0,,,1.0,A(H1N1)pdm09
2022,8,13-18세,3.8,0.0,0.0,,0.0,A(H1N1)pdm09
2022,8,19-49세,4.5,0.0,0.0,,9.0,A(H1N1)pdm09
2022,8,50-64세,4.2,2.0,0.0,,4.0,A(H1N1)pdm09
2022,8,65-69세,,,,74.0,,A(H1N1)pdm09
2022,8,65세 이상,,,,80.4,,A(H1N1)pdm09
2022,8,65세이상,1.4,4.0,0.0,,10.0,A(H1N1)pdm09
2022,8,7-12세,3.4,0.0,0.0,,0.0,A(H1N1)pdm09
2022,8,70-74세,,,,83.7,,A(H1N1)pdm09
2022,8,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,8,연령미상,,,,,0.0,A(H1N1)pdm09
2022,9,0-6세,,,0.0,,,A(H1N1)pdm09
2022,9,0세,1.2,0.0,,,0.0,A(H1N1)pdm09
2022,9,1-6세,5.9,0.0,,,2.0,A(H1N1)pdm09
2022,9,13-18세,3.2,0.0,0.0,,0.0,A(H1N1)pdm09
2022,9,19-49세,4.5,0.0,0.0,,5.0,A(H1N1)pdm09
2022,9,50-64세,3.7,0.0,0.0,,2.0,A(H1N1)pdm09
2022,9,65-69세,,,,74.1,,A(H1N1)pdm09
2022,9,65세 이상,,,,80.5,,A(H1N1)pdm09
2022,9,65세이상,1.4,2.0,0.0,,6.0,A(H1N1)pdm09
2022,9,7-12세,6.3,0.0,0.0,,0.0,A(H1N1)pdm09
2022,9,70-74세,,,,83.7,,A(H1N1)pdm09
2022,9,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,9,연령미상,,,,,0.0,A(H1N1)pdm09
2022,10,0-6세,,,0.0,,,A(H1N1)pdm09
2022,10,0세,1.7,0.0,,,0.0,A(H1N1)pdm09
2022,10,1-6세,5.1,0.0,,,2.0,A(H1N1)pdm09
2022,10,13-18세,4.3,0.0,0.0,,0.0,A(H1N1)pdm09
2022,10,19-49세,4.8,0.0,0.0,,7.0,A(H1N1)pdm09
2022,10,50-64세,3.5,3.0,0.0,,7.0,A(H1N1)pdm09
2022,10,65-69세,,,,74.1,,A(H1N1)pdm09
2022,10,65세 이상,,,,80.5,,A(H1N1)pdm09
2022,10,65세이상,0.9,1.0,0.0,,7.0,A(H1N1)pdm09
2022,10,7-12세,4.4,0.0,0.0,,0.0,A(H1N1)pdm09
2022,10,70-74세,,,,83.7,,A(H1N1)pdm09
2022,10,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,10,연령미상,,,,,0.0,A(H1N1)pdm09
2022,11,0-6세,,,0.0,,,A(H1N1)pdm09
2022,11,0세,2.7,0.0,,,0.0,A(H1N1)pdm09
2022,11,1-6세,4.9,0.0,,,1.0,A(H1N1)pdm09
2022,11,13-18세,4.2,0.0,0.0,,2.0,A(H1N1)pdm09
2022,11,19-49세,4.2,0.0,0.0,,11.0,A(H1N1)pdm09
2022,11,50-64세,4.6,0.0,0.0,,4.0,A(H1N1)pdm09
2022,11,65-69세,,,,74.1,,A(H1N1)pdm09
2022,11,65세 이상,,,,80.5,,A(H1N1)pdm09
2022,11,65세이상,1.5,0.0,0.0,,5.0,A(H1N1)pdm09
2022,11,7-12세,4.7,0.0,0.0,,1.0,A(H1N1)pdm09
2022,11,70-74세,,,,83.7,,A(H1N1)pdm09
2022,11,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,11,연령미상,,,,,0.0,A(H1N1)pdm09
2022,12,0-6세,,,0.0,,,A(H1N1)pdm09
2022,12,0세,1.9,0.0,,,1.0,A(H1N1)pdm09
2022,12,1-6세,8.3,0.0,,,1.0,A(H1N1)pdm09
2022,12,13-18세,5.6,0.0,0.0,,3.0,A(H1N1)pdm09
2022,12,19-49세,4.8,0.0,0.0,,6.0,A(H1N1)pdm09
2022,12,50-64세,3.7,0.0,0.0,,3.0,A(H1N1)pdm09
2022,12,65-69세,,,,74.1,,A(H1N1)pdm09
2022,12,65세 이상,,,,80.5,,A(H1N1)pdm09
2022,12,65세이상,2.1,5.0,0.0,,3.0,A(H1N1)pdm09
2022,12,7-12세,6.6,0.0,0.0,,1.0,A(H1N1)pdm09
2022,12,70-74세,,,,83.7,,A(H1N1)pdm09
2022,12,75세 이상,,,,83.7,,A(H1N1)pdm09
2022,12,연령미상,,,,,0.0,A(H1N1)pdm09
2022,13,0-6세,,,0.0,,,A(H1N1)pdm09
2022,13,0세,0.3,0.0,,,1.0,A(H1N1)pdm09
2022,13,1-6세,6.4,0.0,,,1.0,A(H1N1)pdm09
2022,13,13-18세,4.6,0.0,0.0,,0.0,A(H1N1)pdm09
2022,13,19-49세,4.6,0.0,0.0,,4.0,A(H1N1)pdm09
2022,13,50-64세,4.0,1.0,0.0,,3.0,A(H1N1)pdm09
2022,13,65-69세,,,,74.1,,A(H1N1)pdm09
2022,13,65세 이상,,,,80.5,,A(H1N1)pdm09
2022,13,65세이상,2.0,2.0,0.0,,6.0,A(H1N1)pdm09
2022,13,7-12세,7.6,0.0,0.0,,2.0,A(H1N1)pdm09
2022,13,70-74세,,,,83.7,,A(H1N1)pdm09
2022,13,75세 이상,,,,83.7,,A(H1N1)pdm09
